# HELP response_time Milliseconds in total to for UniView Server to respond the client requests.
# TYPE response_time histogram
response_time_sum{method="GetPatient"} +Inf+Inf+Inf+Inf+Inf+Inf+Inf+Inf+Inf+Inf+Inf+Inf0.5342
response_time_bucket{method="GetCdaDocuments",le="500"} 0
response_time_bucket{method="GetCdaDocuments",le="600"} 0
response_time_bucket{method="GetCdaDocuments",le="700"} 246
response_time_bucket{method="GetCdaDocuments",le="800"} 427
response_time_bucket{method="GetCdaDocuments",le="900"} 434
response_time_bucket{method="GetCdaDocuments",le="1000"} 440
response_time_bucket{method="GetCdaDocuments",le="1500"} 450
response_time_bucket{method="GetCdaDocuments",le="2000"} 454
response_time_bucket{method="GetCdaDocuments",le="2500"} 454
response_time_bucket{method="GetCdaDocuments",le="3000"} 454
response_time_bucket{method="GetCdaDocuments",le="3500"} 455
response_time_bucket{method="GetCdaDocuments",le="4000"} 455
response_time_bucket{method="GetCdaDocuments",le="4500"} 455
response_time_bucket{method="GetCdaDocuments",le="5000"} 455
response_time_bucket{method="GetCdaDocuments",le="5500"} 455
response_time_bucket{method="GetCdaDocuments",le="6000"} 455
response_time_bucket{method="GetCdaDocuments",le="6500"} 455
response_time_bucket{method="GetCdaDocuments",le="7000"} 455
response_time_bucket{method="GetCdaDocuments",le="7500"} 455
response_time_bucket{method="GetCdaDocuments",le="8000"} 455
response_time_bucket{method="GetCdaDocuments",le="8500"} 455
response_time_bucket{method="GetCdaDocuments",le="9000"} 455
response_time_bucket{method="GetCdaDocuments",le="9500"} 455
response_time_bucket{method="GetCdaDocuments",le="10000"} 455
response_time_bucket{method="GetCdaDocuments",le="15000"} 455
response_time_bucket{method="GetCdaDocuments",le="30000"} 455
response_time_bucket{method="GetCdaDocuments",le="+Inf"} 455
response_time_sum{method="GetDisplayUnitData"} 99505000.5342
response_time_count{method="GetDisplayUnitData"} 1023
response_time_bucket{method="GetDisplayUnitData",le="1"} 0
response_time_bucket{method="GetDisplayUnitData",le="2"} 0
response_time_bucket{method="GetDisplayUnitData",le="3"} 0
response_time_bucket{method="GetDisplayUnitData",le="4"} 0
response_time_bucket{method="GetDisplayUnitData",le="5"} 0
response_time_bucket{method="GetDisplayUnitData",le="6"} 0
response_time_bucket{method="GetDisplayUnitData",le="7"} 0
response_time_bucket{method="GetDisplayUnitData",le="8"} 0
response_time_bucket{method="GetDisplayUnitData",le="9"} 0
response_time_bucket{method="GetDisplayUnitData",le="10"} 0
response_time_bucket{method="GetDisplayUnitData",le="20"} 0
response_time_bucket{method="GetDisplayUnitData",le="30"} 0
response_time_bucket{method="GetDisplayUnitData",le="40"} 0
response_time_bucket{method="GetDisplayUnitData",le="50"} 0
response_time_bucket{method="GetDisplayUnitData",le="60"} 0
response_time_bucket{method="GetDisplayUnitData",le="70"} 0
response_time_bucket{method="GetDisplayUnitData",le="80"} 0
response_time_bucket{method="GetDisplayUnitData",le="90"} 0
response_time_bucket{method="GetDisplayUnitData",le="100"} 0
response_time_bucket{method="GetDisplayUnitData",le="200"} 0
response_time_bucket{method="GetDisplayUnitData",le="300"} 0
response_time_bucket{method="GetDisplayUnitData",le="400"} 0
response_time_bucket{method="GetDisplayUnitData",le="500"} 0
response_time_bucket{method="GetDisplayUnitData",le="600"} 0
response_time_bucket{method="GetDisplayUnitData",le="700"} 0
response_time_bucket{method="GetDisplayUnitData",le="800"} 0
response_time_bucket{method="GetDisplayUnitData",le="900"} 0
response_time_bucket{method="GetDisplayUnitData",le="1000"} 0
response_time_bucket{method="GetDisplayUnitData",le="1500"} 0
response_time_bucket{method="GetDisplayUnitData",le="2000"} 0
response_time_bucket{method="GetDisplayUnitData",le="2500"} 0
response_time_bucket{method="GetDisplayUnitData",le="3000"} 0
response_time_bucket{method="GetDisplayUnitData",le="3500"} 0
response_time_bucket{method="GetDisplayUnitData",le="4000"} 0
response_time_bucket{method="GetDisplayUnitData",le="4500"} 0
response_time_bucket{method="GetDisplayUnitData",le="5000"} 0
response_time_bucket{method="GetDisplayUnitData",le="5500"} 0
response_time_bucket{method="GetDisplayUnitData",le="6000"} 0
response_time_bucket{method="GetDisplayUnitData",le="6500"} 0
response_time_bucket{method="GetDisplayUnitData",le="7000"} 0
response_time_bucket{method="GetDisplayUnitData",le="7500"} 0
response_time_bucket{method="GetDisplayUnitData",le="8000"} 0
response_time_bucket{method="GetDisplayUnitData",le="8500"} 0
response_time_bucket{method="GetDisplayUnitData",le="9000"} 0
response_time_bucket{method="GetDisplayUnitData",le="9500"} 899
response_time_bucket{method="GetDisplayUnitData",le="10000"} 992
response_time_bucket{method="GetDisplayUnitData",le="15000"} 1022
response_time_bucket{method="GetDisplayUnitData",le="30000"} 1023
response_time_bucket{method="GetDisplayUnitData",le="+Inf"} 1023
response_time_sum{method="GetImageData"} 141565000.5342
response_time_count{method="GetImageData"} 2053
response_time_bucket{method="GetImageData",le="1"} 0
response_time_bucket{method="GetImageData",le="2"} 0
response_time_bucket{method="GetImageData",le="3"} 0
response_time_bucket{method="GetImageData",le="4"} 0
response_time_bucket{method="GetImageData",le="5"} 0
response_time_bucket{method="GetImageData",le="6"} 0
response_time_bucket{method="GetImageData",le="7"} 0
response_time_bucket{method="GetImageData",le="8"} 0
response_time_bucket{method="GetImageData",le="9"} 0
response_time_bucket{method="GetImageData",le="10"} 0
response_time_bucket{method="GetImageData",le="20"} 0
response_time_bucket{method="GetImageData",le="30"} 0
response_time_bucket{method="GetImageData",le="40"} 0
response_time_bucket{method="GetImageData",le="50"} 0
response_time_bucket{method="GetImageData",le="60"} 0
response_time_bucket{method="GetImageData",le="70"} 0
response_time_bucket{method="GetImageData",le="80"} 0
response_time_bucket{method="GetImageData",le="90"} 0
response_time_bucket{method="GetImageData",le="100"} 0
response_time_bucket{method="GetImageData",le="200"} 0
response_time_bucket{method="GetImageData",le="300"} 0
response_time_bucket{method="GetImageData",le="400"} 0
response_time_bucket{method="GetImageData",le="500"} 0
response_time_bucket{method="GetImageData",le="600"} 0
response_time_bucket{method="GetImageData",le="700"} 0
response_time_bucket{method="GetImageData",le="800"} 0
response_time_bucket{method="GetImageData",le="900"} 0
response_time_bucket{method="GetImageData",le="1000"} 0
response_time_bucket{method="GetImageData",le="1500"} 0
response_time_bucket{method="GetImageData",le="2000"} 0
response_time_bucket{method="GetImageData",le="2500"} 0
response_time_bucket{method="GetImageData",le="3000"} 0
response_time_bucket{method="GetImageData",le="3500"} 0
response_time_bucket{method="GetImageData",le="4000"} 0
response_time_bucket{method="GetImageData",le="4500"} 0
response_time_bucket{method="GetImageData",le="5000"} 0
response_time_bucket{method="GetImageData",le="5500"} 0
response_time_bucket{method="GetImageData",le="6000"} 1057
response_time_bucket{method="GetImageData",le="6500"} 1140
response_time_bucket{method="GetImageData",le="7000"} 1493
response_time_bucket{method="GetImageData",le="7500"} 1570
response_time_bucket{method="GetImageData",le="8000"} 1586
response_time_bucket{method="GetImageData",le="8500"} 1926
response_time_bucket{method="GetImageData",le="9000"} 2016
response_time_bucket{method="GetImageData",le="9500"} 2049
response_time_bucket{method="GetImageData",le="10000"} 2050
response_time_bucket{method="GetImageData",le="15000"} 2051
response_time_bucket{method="GetImageData",le="30000"} 2053
response_time_bucket{method="GetImageData",le="+Inf"} 2053
response_time_sum{method="RetrieveFromArchive"} 1318200.5342
response_time_count{method="RetrieveFromArchive"} 1567
response_time_bucket{method="RetrieveFromArchive",le="1"} 0
response_time_bucket{method="RetrieveFromArchive",le="2"} 0
response_time_bucket{method="RetrieveFromArchive",le="3"} 0
response_time_bucket{method="RetrieveFromArchive",le="4"} 0
response_time_bucket{method="RetrieveFromArchive",le="5"} 0
response_time_bucket{method="RetrieveFromArchive",le="6"} 0
response_time_bucket{method="RetrieveFromArchive",le="7"} 0
response_time_bucket{method="RetrieveFromArchive",le="8"} 0
response_time_bucket{method="RetrieveFromArchive",le="9"} 0
response_time_bucket{method="RetrieveFromArchive",le="10"} 0
response_time_bucket{method="RetrieveFromArchive",le="20"} 0
response_time_bucket{method="RetrieveFromArchive",le="30"} 0
response_time_bucket{method="RetrieveFromArchive",le="40"} 0
response_time_bucket{method="RetrieveFromArchive",le="50"} 0
response_time_bucket{method="RetrieveFromArchive",le="60"} 0
response_time_bucket{method="RetrieveFromArchive",le="70"} 0
response_time_bucket{method="RetrieveFromArchive",le="80"} 932
response_time_bucket{method="RetrieveFromArchive",le="90"} 1566
response_time_bucket{method="RetrieveFromArchive",le="100"} 1566
response_time_bucket{method="RetrieveFromArchive",le="200"} 1567
response_time_bucket{method="RetrieveFromArchive",le="300"} 1567
response_time_bucket{method="RetrieveFromArchive",le="400"} 1567
response_time_bucket{method="RetrieveFromArchive",le="500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="600"} 1567
response_time_bucket{method="RetrieveFromArchive",le="700"} 1567
response_time_bucket{method="RetrieveFromArchive",le="800"} 1567
response_time_bucket{method="RetrieveFromArchive",le="900"} 1567
response_time_bucket{method="RetrieveFromArchive",le="1000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="1500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="2000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="2500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="3000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="3500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="4000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="4500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="5000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="5500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="6000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="6500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="7000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="7500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="8000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="8500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="9000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="9500"} 1567
response_time_bucket{method="RetrieveFromArchive",le="10000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="15000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="30000"} 1567
response_time_bucket{method="RetrieveFromArchive",le="+Inf"} 1567
response_time_sum{method="InitializePathologySession"} 49050000.5342
response_time_count{method="InitializePathologySession"} 343
response_time_bucket{method="InitializePathologySession",le="1"} 0
response_time_bucket{method="InitializePathologySession",le="2"} 0
response_time_bucket{method="InitializePathologySession",le="3"} 0
response_time_bucket{method="InitializePathologySession",le="4"} 0
response_time_bucket{method="InitializePathologySession",le="5"} 0
response_time_bucket{method="InitializePathologySession",le="6"} 0
response_time_bucket{method="InitializePathologySession",le="7"} 0
response_time_bucket{method="InitializePathologySession",le="8"} 0
response_time_bucket{method="InitializePathologySession",le="9"} 0
response_time_bucket{method="InitializePathologySession",le="10"} 0
response_time_bucket{method="InitializePathologySession",le="20"} 0
response_time_bucket{method="InitializePathologySession",le="30"} 0
response_time_bucket{method="InitializePathologySession",le="40"} 0
response_time_bucket{method="InitializePathologySession",le="50"} 0
response_time_bucket{method="InitializePathologySession",le="60"} 0
response_time_bucket{method="InitializePathologySession",le="70"} 0
response_time_bucket{method="InitializePathologySession",le="80"} 0
response_time_bucket{method="InitializePathologySession",le="90"} 0
response_time_bucket{method="InitializePathologySession",le="100"} 0
response_time_bucket{method="InitializePathologySession",le="200"} 0
response_time_bucket{method="InitializePathologySession",le="300"} 0
response_time_bucket{method="InitializePathologySession",le="400"} 0
response_time_bucket{method="InitializePathologySession",le="500"} 0
response_time_bucket{method="InitializePathologySession",le="600"} 0
response_time_bucket{method="InitializePathologySession",le="700"} 0
response_time_bucket{method="InitializePathologySession",le="800"} 0
response_time_bucket{method="InitializePathologySession",le="900"} 0
response_time_bucket{method="InitializePathologySession",le="1000"} 0
response_time_bucket{method="InitializePathologySession",le="1500"} 0
response_time_bucket{method="InitializePathologySession",le="2000"} 0
response_time_bucket{method="InitializePathologySession",le="2500"} 0
response_time_bucket{method="InitializePathologySession",le="3000"} 0
response_time_bucket{method="InitializePathologySession",le="3500"} 0
response_time_bucket{method="InitializePathologySession",le="4000"} 0
response_time_bucket{method="InitializePathologySession",le="4500"} 0
response_time_bucket{method="InitializePathologySession",le="5000"} 0
response_time_bucket{method="InitializePathologySession",le="5500"} 0
response_time_bucket{method="InitializePathologySession",le="6000"} 0
response_time_bucket{method="InitializePathologySession",le="6500"} 0
response_time_bucket{method="InitializePathologySession",le="7000"} 0
response_time_bucket{method="InitializePathologySession",le="7500"} 0
response_time_bucket{method="InitializePathologySession",le="8000"} 0
response_time_bucket{method="InitializePathologySession",le="8500"} 0
response_time_bucket{method="InitializePathologySession",le="9000"} 0
response_time_bucket{method="InitializePathologySession",le="9500"} 0
response_time_bucket{method="InitializePathologySession",le="10000"} 0
response_time_bucket{method="InitializePathologySession",le="15000"} 45
response_time_bucket{method="InitializePathologySession",le="30000"} 186
response_time_bucket{method="InitializePathologySession",le="+Inf"} 343
response_time_sum{method="GetWorklistResult"} 24310000.5342
response_time_count{method="GetWorklistResult"} 440
response_time_bucket{method="GetWorklistResult",le="1"} 0
response_time_bucket{method="GetWorklistResult",le="2"} 0
response_time_bucket{method="GetWorklistResult",le="3"} 0
response_time_bucket{method="GetWorklistResult",le="4"} 0
response_time_bucket{method="GetWorklistResult",le="5"} 0
response_time_bucket{method="GetWorklistResult",le="6"} 0
response_time_bucket{method="GetWorklistResult",le="7"} 0
response_time_bucket{method="GetWorklistResult",le="8"} 0
response_time_bucket{method="GetWorklistResult",le="9"} 0
response_time_bucket{method="GetWorklistResult",le="10"} 0
response_time_bucket{method="GetWorklistResult",le="20"} 0
response_time_bucket{method="GetWorklistResult",le="30"} 0
response_time_bucket{method="GetWorklistResult",le="40"} 0
response_time_bucket{method="GetWorklistResult",le="50"} 0
response_time_bucket{method="GetWorklistResult",le="60"} 0
response_time_bucket{method="GetWorklistResult",le="70"} 0
response_time_bucket{method="GetWorklistResult",le="80"} 0
response_time_bucket{method="GetWorklistResult",le="90"} 0
response_time_bucket{method="GetWorklistResult",le="100"} 0
response_time_bucket{method="GetWorklistResult",le="200"} 0
response_time_bucket{method="GetWorklistResult",le="300"} 0
response_time_bucket{method="GetWorklistResult",le="400"} 0
response_time_bucket{method="GetWorklistResult",le="500"} 0
response_time_bucket{method="GetWorklistResult",le="600"} 0
response_time_bucket{method="GetWorklistResult",le="700"} 0
response_time_bucket{method="GetWorklistResult",le="800"} 0
response_time_bucket{method="GetWorklistResult",le="900"} 0
response_time_bucket{method="GetWorklistResult",le="1000"} 0
response_time_bucket{method="GetWorklistResult",le="1500"} 0
response_time_bucket{method="GetWorklistResult",le="2000"} 0
response_time_bucket{method="GetWorklistResult",le="2500"} 0
response_time_bucket{method="GetWorklistResult",le="3000"} 0
response_time_bucket{method="GetWorklistResult",le="3500"} 0
response_time_bucket{method="GetWorklistResult",le="4000"} 0
response_time_bucket{method="GetWorklistResult",le="4500"} 0
response_time_bucket{method="GetWorklistResult",le="5000"} 0
response_time_bucket{method="GetWorklistResult",le="5500"} 422
response_time_bucket{method="GetWorklistResult",le="6000"} 436
response_time_bucket{method="GetWorklistResult",le="6500"} 440
response_time_bucket{method="GetWorklistResult",le="7000"} 440
response_time_bucket{method="GetWorklistResult",le="7500"} 440
response_time_bucket{method="GetWorklistResult",le="8000"} 440
response_time_bucket{method="GetWorklistResult",le="8500"} 440
response_time_bucket{method="GetWorklistResult",le="9000"} 440
response_time_bucket{method="GetWorklistResult",le="9500"} 440
response_time_bucket{method="GetWorklistResult",le="10000"} 440
response_time_bucket{method="GetWorklistResult",le="15000"} 440
response_time_bucket{method="GetWorklistResult",le="30000"} 440
response_time_bucket{method="GetWorklistResult",le="+Inf"} 440
response_time_sum{method="PatientHistory"} 42870000.5342
response_time_count{method="PatientHistory"} 3129
response_time_bucket{method="PatientHistory",le="1"} 0
response_time_bucket{method="PatientHistory",le="2"} 0
response_time_bucket{method="PatientHistory",le="3"} 0
response_time_bucket{method="PatientHistory",le="4"} 0
response_time_bucket{method="PatientHistory",le="5"} 0
response_time_bucket{method="PatientHistory",le="6"} 0
response_time_bucket{method="PatientHistory",le="7"} 0
response_time_bucket{method="PatientHistory",le="8"} 0
response_time_bucket{method="PatientHistory",le="9"} 0
response_time_bucket{method="PatientHistory",le="10"} 0
response_time_bucket{method="PatientHistory",le="20"} 0
response_time_bucket{method="PatientHistory",le="30"} 0
response_time_bucket{method="PatientHistory",le="40"} 0
response_time_bucket{method="PatientHistory",le="50"} 0
response_time_bucket{method="PatientHistory",le="60"} 0
response_time_bucket{method="PatientHistory",le="70"} 0
response_time_bucket{method="PatientHistory",le="80"} 0
response_time_bucket{method="PatientHistory",le="90"} 0
response_time_bucket{method="PatientHistory",le="100"} 0
response_time_bucket{method="PatientHistory",le="200"} 0
response_time_bucket{method="PatientHistory",le="300"} 0
response_time_bucket{method="PatientHistory",le="400"} 0
response_time_bucket{method="PatientHistory",le="500"} 0
response_time_bucket{method="PatientHistory",le="600"} 0
response_time_bucket{method="PatientHistory",le="700"} 0
response_time_bucket{method="PatientHistory",le="800"} 0
response_time_bucket{method="PatientHistory",le="900"} 0
response_time_bucket{method="PatientHistory",le="1000"} 1937
response_time_bucket{method="PatientHistory",le="1500"} 2641
response_time_bucket{method="PatientHistory",le="2000"} 2772
response_time_bucket{method="PatientHistory",le="2500"} 2888
response_time_bucket{method="PatientHistory",le="3000"} 3103
response_time_bucket{method="PatientHistory",le="3500"} 3125
response_time_bucket{method="PatientHistory",le="4000"} 3125
response_time_bucket{method="PatientHistory",le="4500"} 3125
response_time_bucket{method="PatientHistory",le="5000"} 3129
response_time_bucket{method="PatientHistory",le="5500"} 3129
response_time_bucket{method="PatientHistory",le="6000"} 3129
response_time_bucket{method="PatientHistory",le="6500"} 3129
response_time_bucket{method="PatientHistory",le="7000"} 3129
response_time_bucket{method="PatientHistory",le="7500"} 3129
response_time_bucket{method="PatientHistory",le="8000"} 3129
response_time_bucket{method="PatientHistory",le="8500"} 3129
response_time_bucket{method="PatientHistory",le="9000"} 3129
response_time_bucket{method="PatientHistory",le="9500"} 3129
response_time_bucket{method="PatientHistory",le="10000"} 3129
response_time_bucket{method="PatientHistory",le="15000"} 3129
response_time_bucket{method="PatientHistory",le="30000"} 3129
response_time_bucket{method="PatientHistory",le="+Inf"} 3129
